match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,duelWon,totalClearance,ballRecovery,wasFouled,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalCross,accurateCross,aerialLost,duelLost,bigChanceCreated,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,fouls,keyPass,aerialWon,outfielderBlock,lastManTackle,dispossessed,totalContest,wonContest,penaltyWon,challengeLost,shotOffTarget,shotValueNormalized,onTargetScoringAttempt,errorLeadToAShot,blockedScoringAttempt,goals,bigChanceMissed,totalOffside,penaltyFaced,totalKeeperSweeper,accurateKeeperSweeper,penaltyConceded
14015442,home,195174,FK Železničar Pančevo,869693,Sava Petrov,sava-petrov,F,9,False,15.0,11.0,,,0.0,8.0,10.0,5.0,3.0,1.0,,2.0,,,,,60.0,27.0,6.1,10.0,,"{'original': 6.1, 'alternative': 6.2}",1,-0.14,-0.07,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,73.33333333333333,,,,,3.0,,,1.0,5.0,,,,,5.0,2.0,,1.0,,,1.0,,,,1.0,1.0,-0.41,,,,,1.0,,,,,
14015442,home,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,8.0,7.0,1.0,1.0,0.0,5.0,5.0,3.0,2.0,,3.0,1.0,,,,,30.0,17.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.3}",2,0.0,0.17,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,87.5,100.0,,,,2.0,3.0,,1.0,4.0,,,,,1.0,2.0,,1.0,,,,1.0,,,,1.0,-0.42,1.0,,,,2.0,,,,,
14015442,home,282203,FK Železničar Pančevo,1399471,Kwaku Karikari,kwaku-karikari,F,70,True,7.0,4.0,,,0.0,2.0,3.0,4.0,1.0,,1.0,1.0,,,,,30.0,11.0,6.3,4.0,,"{'original': 6.3, 'alternative': 6.5}",0,-0.2,0.25,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,57.14285714285714,,,,,2.0,,,2.0,4.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,
14015442,home,282203,FK Železničar Pančevo,1146227,Stefan Pirgić,stefan-pirgic,F,18,True,6.0,3.0,1.0,,0.0,3.0,5.0,1.0,4.0,,,2.0,,,,,20.0,13.0,6.8,3.0,,"{'original': 6.8, 'alternative': 6.8}",0,-0.02,0.02,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,2,0,50.0,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
14015442,home,5403,FK Železničar Pančevo,876873,Stefan Cvetković,stefan-cvetkovic,F,11,True,1.0,,,,0.0,,,1.0,,,,,,,,,11.0,2.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.02,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,10.0,5.0,6.6,,,"{'original': 6.6, 'alternative': 6.6}",0,0.05,0.05,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,100.0,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,282203,FK Železničar Pančevo,1166015,Nikola Jovanović,nikola-jovanovic,F,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,282203,FK Železničar Pančevo,1146281,Nemanja Vidojević,nemanja-vidojevic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,2207,FK Železničar Pančevo,1121629,Dario Grgić,dario-grgic,M,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,282203,FK Železničar Pančevo,1425301,Nikola Zečević,nikola-zecevic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,home,282203,FK Železničar Pančevo,1429959,Uroš Tegeltija,uros-tegeltija,M,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1049522,Aleksandar Vulić,aleksandar-vulic,G,1,False,26.0,15.0,18.0,7.0,0.0,8.0,10.0,16.0,,3.0,7.0,,,1.0,2.0,1.0,90.0,35.0,6.6,11.0,0.0579,"{'original': 6.6, 'alternative': 6.9}",0,-0.01,-0.05,-0.1,0.07,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,57.692307692307686,38.88888888888889,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
14015442,away,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,28.0,21.0,3.0,1.0,1.0,7.0,9.0,19.0,3.0,8.0,2.0,,,,,,90.0,54.0,6.9,13.0,,"{'original': 6.9, 'alternative': 7.4}",1,0.33,0.05,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,75.0,33.33333333333333,100.0,,,14.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,1.0,-0.19,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,58.0,50.0,9.0,5.0,0.0,33.0,35.0,23.0,6.0,6.0,7.0,2.0,,,,,90.0,73.0,8.1,9.0,,"{'original': 8.1, 'alternative': 7.8}",2,0.28,0.08,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,86.20689655172413,55.55555555555556,,,,17.0,,,,2.0,,1.0,1.0,1.0,1.0,2.0,,3.0,,,,,,,,1.0,0.49,1.0,,,1.0,,,,,,
14015442,away,36967,FK Spartak Subotica,1489498,Danijel Kolaric,danijel-kolaric,D,16,False,46.0,40.0,5.0,1.0,0.0,21.0,22.0,24.0,1.0,4.0,3.0,,,,,,90.0,56.0,6.7,7.0,,"{'original': 6.7, 'alternative': 6.8}",0,0.17,0.09,0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,86.95652173913044,20.0,,,,19.0,,,,3.0,,,1.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,D,49,False,35.0,30.0,1.0,,0.0,8.0,11.0,24.0,3.0,2.0,,,,,,,90.0,62.0,6.3,17.0,,"{'original': 6.3, 'alternative': 6.8}",0,0.0,0.03,-0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,85.71428571428571,,20.0,100.0,,22.0,10.0,2.0,,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,False,29.0,24.0,4.0,3.0,0.0,11.0,12.0,17.0,3.0,1.0,6.0,1.0,,,,,72.0,39.0,7.1,6.0,,"{'original': 7.1, 'alternative': 7}",1,0.32,0.04,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,82.75862068965517,75.0,,50.0,,13.0,,,,4.0,,3.0,1.0,1.0,,2.0,1.0,,,,,2.0,1.0,,1.0,1.0,-0.02,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,False,35.0,24.0,1.0,,0.0,6.0,11.0,24.0,8.0,3.0,7.0,,,,,,84.0,54.0,5.9,17.0,,"{'original': 5.9, 'alternative': 6.6}",2,-0.33,0.14,-0.45,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,4,5,68.57142857142857,,,50.0,,18.0,1.0,,2.0,7.0,,,2.0,1.0,2.0,2.0,1.0,4.0,,,,4.0,2.0,,1.0,1.0,-0.06,,,1.0,,,,,,,1.0
14015442,away,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,M,21,False,20.0,16.0,,,0.0,1.0,2.0,18.0,3.0,2.0,4.0,2.0,,,,,78.0,40.0,5.9,17.0,,"{'original': 5.9, 'alternative': 6.5}",0,-0.35,0.29,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,3,7,80.0,,,,,15.0,6.0,,3.0,10.0,,1.0,1.0,1.0,5.0,5.0,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,
14015442,away,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,False,8.0,7.0,,,0.0,2.0,2.0,6.0,1.0,,1.0,1.0,,,,,78.0,24.0,6.4,7.0,,"{'original': 6.4, 'alternative': 6.6}",0,0.16,-0.2,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,87.5,,,,,5.0,1.0,,3.0,8.0,,1.0,,,3.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,M,70,False,34.0,30.0,2.0,1.0,0.0,6.0,6.0,28.0,5.0,,5.0,4.0,,,,,90.0,57.0,6.5,18.0,,"{'original': 6.5, 'alternative': 6.5}",1,-0.09,0.28,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,4,8,88.23529411764706,50.0,,,,24.0,4.0,,,8.0,,,,,2.0,1.0,,1.0,,,2.0,5.0,,,,,-0.2,1.0,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1186164,Dario Pavković,dario-pavkovic,F,90,False,17.0,12.0,,,0.0,3.0,3.0,14.0,3.0,,3.0,1.0,,,,,90.0,28.0,6.2,9.0,,"{'original': 6.2, 'alternative': 6.5}",5,0.06,0.33,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,10,4,1,3,70.58823529411765,,,,,9.0,,,8.0,11.0,,,,,2.0,,,2.0,,,2.0,,,,1.0,3.0,0.02,1.0,,1.0,,1.0,1.0,,,,
14015442,away,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,14.0,12.0,,,0.0,5.0,6.0,8.0,,,1.0,,,,,,18.0,16.0,6.3,3.0,,"{'original': 6.3, 'alternative': 6.4}",0,-0.05,0.01,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,85.71428571428571,,,,,7.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14015442,away,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,9.0,5.0,1.0,,0.0,4.0,5.0,4.0,2.0,,,1.0,,,,,12.0,18.0,6.3,7.0,,"{'original': 6.3, 'alternative': 6.3}",0,-0.07,0.05,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,55.55555555555556,,,,,1.0,,,1.0,3.0,,,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14015442,away,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,F,7,True,7.0,6.0,,,0.0,2.0,3.0,4.0,1.0,,,,,,,,12.0,9.0,6.6,2.0,,"{'original': 6.6, 'alternative': 6.7}",1,0.02,0.09,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,85.71428571428571,,,,,4.0,,,,,,,,,1.0,,,1.0,,,,,,,,,-0.1,1.0,,,,,,,,,
14015442,away,25736,FK Spartak Subotica,944503,Luka Bijelović,luka-bijelovic,F,10,True,3.0,3.0,,,0.0,,,3.0,1.0,,,1.0,,,,,12.0,5.0,6.5,,,"{'original': 6.5, 'alternative': 6.7}",0,-0.08,0.07,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,100.0,,,,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,6147,FK Spartak Subotica,1018513,José Mulato,jose-mulato,F,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,241802,FK Spartak Subotica,1957203,Anđelko Pavlović,andjelko-pavlovic,F,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1157899,Uroš Čejić,uros-cejic,F,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,913382,Vladimir Vitorović,vladimir-vitorovic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1518929,Nikola Tasić,nikola-tasic,M,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,54775,Nemanja Milunović,nemanja-milunovic,D,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015442,away,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
