match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,duelWon,shotOffTarget,onTargetScoringAttempt,blockedScoringAttempt,totalTackle,wonTackle,wasFouled,shotValueNormalized,aerialLost,aerialWon,duelLost,outfielderBlock,interceptionWon,fouls,bigChanceMissed,totalCross,accurateCross,challengeLost,dispossessed,goals,unsuccessfulTouch,keyPass,totalContest,bigChanceCreated,wonContest,totalOffside,hitWoodwork
14015478,away,263360,FK TSC Bačka Topola,1584979,Stefan Mladenović,stefan-mladenovic,M,15,False,4.0,3.0,,,0.0,,1.0,3.0,3.0,,2.0,,,,,45.0,13.0,6.9,3.0,,"{'original': 6.9, 'alternative': 6.9}",1,-0.06,0.1,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,5,0,75.0,,,100.0,,5.0,1.0,,,3.0,2.0,1.0,0.02,,,,,,,,,,,,,1.0,,1.0,,1.0,,
14015478,away,263360,FK TSC Bačka Topola,888023,Andrej Todoroski,andrej-todoroski,M,10,False,10.0,8.0,2.0,1.0,0.0,3.0,3.0,5.0,7.0,,1.0,,,,,79.0,23.0,6.4,7.0,,"{'original': 6.4, 'alternative': 6.3}",1,0.05,-0.04,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,5,5,80.0,50.0,,,,5.0,,,1.0,1.0,,4.0,0.01,2.0,,7.0,,,1.0,,,,,3.0,,1.0,,1.0,,,1.0,
14015478,away,263360,FK TSC Bačka Topola,980796,Dragoljub Savić,dragoljub-savic,M,21,False,18.0,13.0,1.0,1.0,0.0,4.0,6.0,9.0,12.0,,1.0,,,,,90.0,27.0,6.2,10.0,,"{'original': 6.2, 'alternative': 6.4}",1,0.03,-0.53,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,72.22222222222221,100.0,,,,,1.0,,,,,,-0.11,,,2.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,,
14015478,away,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,False,11.0,6.0,2.0,,0.0,4.0,6.0,2.0,5.0,1.0,1.0,,,,,79.0,22.0,6.7,10.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.13,-0.03,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,5,1,54.54545454545454,,,,,5.0,,,,,,5.0,,2.0,,3.0,,,1.0,,1.0,,,,,4.0,,,,,,
14015478,away,263360,FK TSC Bačka Topola,312170,Slobodan Urošević,slobodan-urosevic,D,72,True,29.0,25.0,6.0,3.0,0.0,19.0,20.0,6.0,9.0,1.0,3.0,,,,,45.0,43.0,6.9,6.0,,"{'original': 6.9, 'alternative': 6.7}",0,0.14,0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,86.20689655172413,50.0,50.0,,,4.0,,,,3.0,3.0,,,1.0,1.0,4.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,1619543,Aleksandar Stančić,aleksandar-stancic,M,16,True,16.0,14.0,,,0.0,8.0,9.0,6.0,7.0,,3.0,,,,,45.0,18.0,6.4,3.0,,"{'original': 6.4, 'alternative': 6.4}",0,-0.04,0.1,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,87.5,,,,,,,,,,,,,1.0,,5.0,,,3.0,,,,,1.0,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,589100,Saša Jovanović,sasa-jovanovic,F,8,True,5.0,2.0,,,0.0,,1.0,2.0,4.0,,,,,,,45.0,16.0,6.2,7.0,,"{'original': 6.2, 'alternative': 6.7}",4,-0.4,0.4,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,40.0,,,,,2.0,2.0,,2.0,1.0,1.0,,-0.51,1.0,1.0,2.0,,,1.0,,1.0,,,,,3.0,,,,,,1.0
14015478,away,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,5.0,4.0,,,0.0,,,4.0,5.0,,,,,,,11.0,8.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.29,-0.11,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,80.0,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,923865,Vieljeux Prestige Mboungou,vieljeux-prestige-mboungou,F,29,True,6.0,4.0,,,0.0,,,4.0,6.0,,,,,,,11.0,7.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.7}",1,-0.11,0.03,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,66.66666666666666,,,,,,,1.0,,,,,0.02,,,,,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,1893370,Ilja Pantelin,ilja-pantelin,G,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,3398,FK TSC Bačka Topola,155961,Miloš Degenek,milos-degenek,D,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,7568,FK TSC Bačka Topola,822743,Sarpreet Singh,sarpreet-singh,M,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015478,away,263360,FK TSC Bačka Topola,267591,Milan Radin,milan-radin,M,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
