match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,keyPass,dispossessed,shotOffTarget,hitWoodwork,savedShotsFromInsideTheBox
14147345,home,6216,OFK Petrovac,1149279,Dragan Miranović,dragan-miranovic,D,22,True,8.0,6.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,9.0,6.7,1.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,75.0,50.0,,0.0,,,,,,,
14147345,home,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,M,98,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,6.7,0.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,100.0,,100.0,,,,,,,,
14147345,home,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,home,241802,OFK Petrovac,1087564,Mihailo Vojvodić,mihailo-vojvodic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,home,6216,OFK Petrovac,882142,Danilo Pešukić,danilo-pesukic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,home,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,12.0,5.0,8.0,1.0,0.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,90.0,13.0,8.6,10.0,0.0,0.0,"{'original': 8.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,41.66666666666667,12.5,,,0.0,,,,,,6.0
14147345,away,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,D,5,False,20.0,18.0,0.0,0.0,0.0,11.0,12.0,6.0,7.0,1.0,1.0,4.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,90.0,24.0,6.7,5.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,2,7,90.0,,100.0,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,37.0,33.0,4.0,1.0,0.0,28.0,29.0,4.0,7.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,90.0,44.0,7.1,7.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,1,4,89.1891891891892,25.0,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,1423507,Bojan Damjanović,bojan-damjanovic,D,91,False,29.0,22.0,3.0,0.0,0.0,22.0,27.0,,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,90.0,33.0,6.8,7.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,75.86206896551724,0.0,,100.0,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,34.0,19.0,7.0,1.0,0.0,7.0,9.0,11.0,21.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,90.0,45.0,7.4,22.0,0.38,0.0,"{'original': 7.4, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,55.88235294117647,14.285714285714285,0.0,100.0,,,1.0,,3.0,,
14147345,away,315641,FK Sutjeska Nikšić,1134549,Mamadou Camara,mamadou-camara,M,27,False,19.0,16.0,3.0,1.0,0.0,10.0,10.0,6.0,9.0,0.0,0.0,2.0,0.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,59.0,31.0,6.5,4.0,0.06,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,4,7,84.21052631578947,33.33333333333333,,0.0,,1.0,,,,,
14147345,away,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,35.0,27.0,4.0,2.0,0.0,16.0,19.0,10.0,15.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,90.0,38.0,6.9,9.0,0.0,0.01,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,77.14285714285715,50.0,,,,,1.0,,,,
14147345,away,6224,FK Sutjeska Nikšić,1896811,Medo Juković,medo-jukovic,M,88,False,18.0,13.0,0.0,0.0,0.0,4.0,6.0,8.0,10.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,,,,,,90.0,33.0,7.0,10.0,0.0,0.38,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,0,18,9,9,72.22222222222221,,100.0,80.0,,,3.0,1.0,,,
14147345,away,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,25.0,17.0,3.0,1.0,0.0,6.0,8.0,11.0,17.0,0.0,0.0,3.0,1.0,19.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,,,,,,83.0,39.0,7.3,13.0,0.17,0.0,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,4,21,5,16,68.0,33.33333333333333,,100.0,,1.0,,1.0,,,
14147345,away,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,M,70,False,17.0,11.0,2.0,2.0,0.0,3.0,3.0,8.0,14.0,4.0,0.0,1.0,0.0,8.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,59.0,30.0,6.6,8.0,0.03,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,5,7,64.70588235294117,100.0,0.0,75.0,,2.0,,2.0,,,
14147345,away,5160,FK Sutjeska Nikšić,878422,Nikola Furtula,nikola-furtula,F,89,False,12.0,9.0,0.0,0.0,0.0,4.0,4.0,5.0,8.0,0.0,0.0,1.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,59.0,17.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,0,5,75.0,,,,,,,1.0,,,
14147345,away,5160,FK Sutjeska Nikšić,795912,Aleksandar Desančić,aleksandar-desancic,M,3,True,17.0,10.0,2.0,1.0,1.0,3.0,5.0,6.0,10.0,0.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,31.0,21.0,6.9,9.0,0.01,0.16,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,1,4,58.82352941176471,50.0,,,,1.0,1.0,1.0,,,
14147345,away,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,True,6.0,4.0,1.0,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,14.0,6.6,2.0,0.02,0.01,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,66.66666666666666,0.0,100.0,66.66666666666666,,,1.0,,1.0,,
14147345,away,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,True,7.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,,,,,,31.0,14.0,6.5,7.0,0.06,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,42.857142857142854,0.0,,,,,,,1.0,,
14147345,away,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubović,aleksa-golubovic,M,2,True,2.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,2.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,50.0,0.0,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,1063207,Radoš Dedić,rados-dedic,D,6,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,away,456482,FK Sutjeska Nikšić,1606671,Todor Miljanić,todor-miljanic,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147345,away,6224,FK Sutjeska Nikšić,2063882,Vuk Dubljević,vuk-dubljevic,,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
