match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,bigChanceMissed,shotOffTarget,blockedScoringAttempt,hitWoodwork,savedShotsFromInsideTheBox
14147334,home,228024,FK Bokelj Kotor,1218295,Ayumu Nishimura,ayumu-nishimura,F,99,False,17.0,12.0,0.0,0.0,0.0,7.0,9.0,5.0,8.0,1.0,0.0,11.0,3.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,,,,,,90.0,26.0,6.6,25.0,0.0,0.02,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,14,12,5,7,70.58823529411765,,0.0,,,1.0,3.0,,,,,
14147334,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,True,3.0,3.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,4.0,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,100.0,,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,True,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,4.0,6.4,2.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,0.0,,,,,,1.0,,,,,
14147334,home,120152,FK Bokelj Kotor,1048761,Sotirios Kokkinis,sotirios-kokkinis,M,28,True,6.0,1.0,0.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,10.0,11.0,6.6,3.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,4,1,16.666666666666664,,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,D,16,True,3.0,1.0,0.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,6.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,33.33333333333333,,,50.0,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,home,241802,FK Bokelj Kotor,57463,Saša Balić,sasa-balic,D,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,1595583,Balša Radević,balsa-radevic,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,1565052,Matija Delić,matija-delic,M,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,home,7581,FK Bokelj Kotor,2271779,Luka Jašović,luka-jasovic,,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,away,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,False,32.0,26.0,8.0,3.0,0.0,20.0,24.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,90.0,34.0,7.6,6.0,0.0,0.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,81.25,37.5,,,0.0,,,,,,,2.0
14147334,away,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,28.0,19.0,5.0,1.0,0.0,13.0,18.0,6.0,10.0,0.0,0.0,2.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,74.0,38.0,7.4,12.0,0.25,0.01,"{'original': 7.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,2,5,67.85714285714286,20.0,,,,1.0,2.0,,,1.0,,
14147334,away,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,False,87.0,82.0,2.0,1.0,0.0,63.0,63.0,18.0,23.0,0.0,0.0,1.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,108.0,7.3,3.0,0.09,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,4,4,94.25287356321839,50.0,,,,,,,1.0,,,
14147334,away,241802,FK Budućnost Podgorica,101202,Adnan Orahovac,adnan-orahovac,D,55,False,88.0,83.0,6.0,3.0,0.0,62.0,62.0,20.0,25.0,0.0,0.0,2.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,,,,,,90.0,92.0,7.1,3.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,7,5,1,4,94.31818181818183,50.0,,,,,,,,,,
14147334,away,37153,FK Budućnost Podgorica,1005600,Petar Vuković,petar-vukovic,D,36,False,45.0,36.0,4.0,1.0,0.0,24.0,26.0,10.0,16.0,0.0,0.0,0.0,5.0,14.0,7.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,90.0,57.0,6.8,12.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,5,16,2,14,80.0,25.0,,0.0,,,,,,,,
14147334,away,5143,FK Budućnost Podgorica,1606673,Lazar Savović,lazar-savovic,M,22,False,36.0,29.0,3.0,2.0,0.0,20.0,21.0,9.0,15.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,65.0,44.0,6.4,10.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,0,6,80.55555555555556,66.66666666666666,,,,,2.0,,,,,
14147334,away,5367,FK Budućnost Podgorica,889060,Nedeljko Piščević,nedeljko-piscevic,M,32,False,71.0,62.0,9.0,8.0,0.0,31.0,33.0,31.0,37.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,90.0,95.0,8.2,13.0,0.0,0.0,"{'original': 8.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,87.32394366197182,88.88888888888889,,100.0,,1.0,,,,,,
14147334,away,241802,FK Budućnost Podgorica,128761,Igor Ivanović,igor-ivanovic,M,7,False,31.0,24.0,1.0,0.0,1.0,13.0,14.0,11.0,17.0,2.0,2.0,0.0,2.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,74.0,55.0,7.3,11.0,0.01,0.03,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,5,7,77.41935483870968,0.0,100.0,100.0,,1.0,,,1.0,,,
14147334,away,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,False,26.0,21.0,3.0,3.0,0.0,10.0,11.0,11.0,15.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,,,,,90.0,46.0,7.4,14.0,0.03,0.0,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,7,5,80.76923076923077,100.0,,50.0,,,2.0,,,,,
14147334,away,241802,FK Budućnost Podgorica,57341,Petar Grbić,petar-grbic,M,18,False,8.0,8.0,2.0,2.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,46.0,14.0,6.6,7.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,100.0,100.0,100.0,50.0,,,2.0,,,,,
14147334,away,5148,FK Budućnost Podgorica,1005616,Lazar Mijović,lazar-mijovic,F,88,False,16.0,8.0,1.0,0.0,1.0,1.0,1.0,7.0,15.0,5.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,80.0,25.0,7.4,6.0,0.05,0.25,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,50.0,0.0,20.0,100.0,,2.0,1.0,,,,,
14147334,away,2414,FK Budućnost Podgorica,976992,Luka Štor,luka-stor,F,70,True,7.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,3.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44.0,15.0,6.7,6.0,0.0,0.08,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,1,5,85.71428571428571,,,,,1.0,,,,,,
14147334,away,5143,FK Budućnost Podgorica,1423503,Andrej Camaj,camaj-andrej,M,24,True,3.0,2.0,0.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,25.0,12.0,6.4,5.0,0.06,0.0,"{'original': 6.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,66.66666666666666,,,50.0,,,1.0,,1.0,1.0,,
14147334,away,5143,FK Budućnost Podgorica,1030472,Miomir Đuričković,miomir-durickovic,M,4,True,8.0,7.0,2.0,1.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,16.0,10.0,6.5,2.0,0.08,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,87.5,50.0,,,,,,,1.0,,,
14147334,away,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,D,17,True,4.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,5.0,6.7,3.0,0.0,0.01,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,50.0,,,,,1.0,,,,,,
14147334,away,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,10.0,8.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,14.0,6.9,3.0,0.0,0.09,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,80.0,,50.0,100.0,,1.0,,,,,,
14147334,away,5143,FK Budućnost Podgorica,808561,Ljubomir Đurović,ljubomir-djurovic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,away,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,away,241802,FK Budućnost Podgorica,843228,Leonel Strumia,leonel-strumia,M,92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147334,away,7727,FK Budućnost Podgorica,57729,Luka Mirković,luka-mirkovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
