match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,blockedScoringAttempt,bigChanceMissed,shotOffTarget,bigChanceCreated,keyPass,hitWoodwork,penaltyWon
14147307,home,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,F,7,False,13.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,10.0,3.0,0.0,3.0,1.0,17.0,14.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,,,,,,,90.0,50.0,7.3,18.0,0.25,0.0,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",31,4,27,13,14,46.15384615384615,100.0,0.0,70.0,,3.0,,,2.0,,,1.0,
14147307,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,F,18,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,0.0
14147307,home,509406,FK Arsenal Tivat,941693,Aleksandar Katanić,aleksandar-katanic,F,9,True,3.0,3.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,7.0,,2.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,100.0,,,,,1.0,,,,,,,
14147307,home,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,home,37956,FK Arsenal Tivat,2210663,Aleksa Kralj,aleksa-kralj,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,home,203041,FK Arsenal Tivat,895528,Ljubiša Pecelj,ljubisa-pecelj,D,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,home,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,1005619,Filip Domazetović,filip-domazetovic,G,21,False,22.0,20.0,5.0,3.0,0.0,16.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,90.0,26.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,90.9090909090909,60.0,,,0.0,,,,,,,,
14147307,away,241802,FK Budućnost Podgorica,858601,Marin Galić,marin-galic,D,23,False,38.0,28.0,1.0,0.0,0.0,18.0,22.0,9.0,15.0,3.0,1.0,1.0,4.0,12.0,11.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,,,,,,,78.0,55.0,6.3,16.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,5,18,7,11,73.68421052631578,0.0,33.33333333333333,50.0,,1.0,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,1030472,Miomir Đuričković,miomir-durickovic,D,4,False,84.0,74.0,13.0,9.0,0.0,32.0,33.0,40.0,49.0,4.0,1.0,0.0,3.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,106.0,7.4,13.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,1,9,88.09523809523809,69.23076923076923,25.0,,,,,,,,,,
14147307,away,241802,FK Budućnost Podgorica,101202,Adnan Orahovac,adnan-orahovac,D,55,False,92.0,83.0,9.0,5.0,0.0,51.0,53.0,30.0,36.0,0.0,0.0,2.0,5.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,107.0,8.0,12.0,0.19,0.0,"{'original': 8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,4,3,90.21739130434783,55.55555555555556,,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,False,32.0,29.0,0.0,0.0,0.0,24.0,25.0,5.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,45.0,38.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,90.625,,,,,,,,,,,,
14147307,away,37153,FK Budućnost Podgorica,1005600,Petar Vuković,petar-vukovic,D,36,False,43.0,35.0,6.0,3.0,0.0,13.0,15.0,21.0,26.0,4.0,2.0,2.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,56.0,7.0,12.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,81.3953488372093,50.0,50.0,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,1606673,Lazar Savović,lazar-savovic,M,22,False,14.0,12.0,0.0,0.0,0.0,8.0,8.0,4.0,6.0,1.0,1.0,2.0,1.0,7.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,53.0,27.0,6.9,4.0,0.0,0.22,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,6,5,85.71428571428571,,100.0,60.0,,,,,,,1.0,,
14147307,away,5367,FK Budućnost Podgorica,889060,Nedeljko Piščević,nedeljko-piscevic,M,32,False,85.0,65.0,20.0,9.0,0.0,38.0,41.0,27.0,44.0,1.0,0.0,2.0,4.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,100.0,6.8,21.0,0.0,0.18,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,6,15,5,10,76.47058823529412,45.0,0.0,,,,,,,,1.0,,
14147307,away,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,False,17.0,14.0,1.0,0.0,0.0,3.0,3.0,10.0,12.0,1.0,1.0,1.0,1.0,8.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,53.0,30.0,6.8,6.0,0.4,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,3,7,82.35294117647058,0.0,100.0,50.0,,1.0,1.0,,1.0,,,,
14147307,away,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,F,77,False,16.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,14.0,5.0,1.0,4.0,0.0,8.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,,,,,,,90.0,27.0,6.8,15.0,0.01,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,62.5,100.0,20.0,100.0,,2.0,,,1.0,,,,
14147307,away,241802,FK Budućnost Podgorica,57341,Petar Grbić,petar-grbic,F,18,False,14.0,9.0,0.0,0.0,0.0,2.0,2.0,7.0,12.0,4.0,1.0,2.0,1.0,10.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,53.0,25.0,6.5,11.0,0.0,0.19,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,3,8,64.28571428571429,,25.0,33.33333333333333,,3.0,,,,,1.0,,
14147307,away,5143,FK Budućnost Podgorica,1423503,Andrej Camaj,camaj-andrej,M,24,True,17.0,9.0,3.0,0.0,0.0,3.0,3.0,6.0,14.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,45.0,30.0,6.7,7.0,0.11,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,4,8,52.94117647058824,0.0,0.0,75.0,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,True,13.0,8.0,3.0,1.0,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,37.0,22.0,6.8,5.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,61.53846153846154,33.33333333333333,,100.0,,,,,,,,,
14147307,away,5148,FK Budućnost Podgorica,1005616,Lazar Mijović,lazar-mijovic,M,88,True,9.0,7.0,1.0,1.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,37.0,20.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,3,5,77.77777777777779,100.0,,0.0,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,357712,Zoran Petrović,zoran-petrovic,F,25,True,8.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,37.0,11.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,3,0,62.5,,,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,True,15.0,13.0,0.0,0.0,0.0,3.0,3.0,10.0,12.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,22.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,86.66666666666667,,33.33333333333333,100.0,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,away,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147307,away,7727,FK Budućnost Podgorica,57729,Luka Mirković,luka-mirkovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
