match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,totalClearance,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,outfielderBlock,fouls,totalCross,accurateCross,dispossessed,shotOffTarget,onTargetScoringAttempt,keyPass,shotValueNormalized,blockedScoringAttempt,totalOffside,errorLeadToAShot
14015409,home,5151,FK Železničar Pančevo,1912461,Vladimir Karajčić,vladimir-karajcic,M,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,1937361,Lazar Balević,lazar-balevic,G,84,False,27.0,16.0,19.0,8.0,0.0,13.0,15.0,12.0,10.0,1.0,,4.0,,,90.0,36.0,7.3,11.0,0.18,"{'original': 7.3, 'alternative': 7.6}",0,0.08,0.01,0.37,0.21,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,59.25925925925925,42.10526315789473,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,1093731,Dragan Čubra,dragan-cubra,D,27,False,30.0,23.0,4.0,,0.0,13.0,17.0,13.0,5.0,,,,,,83.0,46.0,6.7,9.0,,"{'original': 6.7, 'alternative': 6.8}",0,-0.04,0.08,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,2,1,76.66666666666667,,,,,10.0,2.0,1.0,3.0,3.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,
14015409,away,58689,FK Napredak Kruševac,1102161,Nemanja Đeković,nemanja-dekovic,D,25,False,56.0,45.0,12.0,9.0,0.0,26.0,30.0,26.0,5.0,,,,,,90.0,71.0,7.4,13.0,,"{'original': 7.4, 'alternative': 7.5}",0,0.14,0.2,0.5,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,80.35714285714286,75.0,,50.0,,19.0,,,1.0,2.0,,2.0,1.0,5.0,,1.0,1.0,,,2.0,,1.0,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,795871,Stefan Bukorac,stefan-bukorac,D,5,False,48.0,42.0,4.0,2.0,0.0,36.0,39.0,9.0,3.0,,,,,,90.0,64.0,7.1,6.0,,"{'original': 7.1, 'alternative': 7.4}",1,0.05,0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,2,2,87.5,50.0,,,,6.0,2.0,5.0,4.0,7.0,,,,5.0,4.0,2.0,1.0,,,,2.0,,,,,1.0,1.0,-0.15,,1.0,1.0
14015409,away,7674,FK Napredak Kruševac,937992,Nikola Vukajlović,nikola-vukajlovic,D,7,False,46.0,39.0,7.0,5.0,0.0,27.0,29.0,17.0,4.0,,,,,,90.0,61.0,6.9,12.0,,"{'original': 6.9, 'alternative': 7}",0,0.25,0.06,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,1,3,84.78260869565217,71.42857142857143,100.0,100.0,,12.0,1.0,2.0,4.0,3.0,,1.0,1.0,3.0,3.0,,,2.0,,,2.0,1.0,1.0,1.0,,,1.0,,,,
14015409,away,7674,FK Napredak Kruševac,943362,Miloš Tošeski,milos-toseski,M,22,False,50.0,44.0,4.0,2.0,0.0,24.0,24.0,26.0,10.0,,,,,,90.0,69.0,7.0,13.0,,"{'original': 7, 'alternative': 7.1}",0,-0.37,0.25,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,5,5,88.0,50.0,,33.33333333333333,,20.0,,,5.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,1.0,3.0,,,,,,,,,
14015409,away,37064,FK Napredak Kruševac,799015,Lazar Zličić,lazar-zlicic,M,23,False,7.0,7.0,,,0.0,3.0,3.0,4.0,,,,,,,30.0,11.0,6.8,1.0,,"{'original': 6.8, 'alternative': 6.8}",0,0.04,-0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,3,0,100.0,,,,,4.0,,,,3.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,
14015409,away,5143,FK Napredak Kruševac,889448,Stefan Hajdin,stefan-hajdin,M,44,False,22.0,17.0,2.0,2.0,0.0,9.0,12.0,10.0,2.0,,,,,,83.0,38.0,6.3,7.0,,"{'original': 6.3, 'alternative': 6.6}",0,0.05,0.06,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,8,7,2,5,77.27272727272727,100.0,50.0,,,8.0,4.0,4.0,9.0,6.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,1153959,Mateja Bubanj,mateja-bubanj,F,9,False,19.0,16.0,3.0,2.0,0.0,8.0,9.0,10.0,1.0,,,,,,71.0,36.0,6.9,5.0,,"{'original': 6.9, 'alternative': 6.8}",1,0.01,0.07,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,7,5,84.21052631578947,66.66666666666666,,50.0,,8.0,1.0,,6.0,7.0,3.0,4.0,2.0,,,4.0,2.0,,1.0,,,,,,1.0,,,-0.3,,,
14015409,away,7674,FK Napredak Kruševac,796223,Andrija Majdevac,andrija-majdevac,F,11,False,9.0,7.0,1.0,1.0,0.0,5.0,6.0,3.0,1.0,,,,,,71.0,20.0,6.4,9.0,,"{'original': 6.4, 'alternative': 6.4}",1,-0.2,0.23,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,2,6,77.77777777777779,100.0,,,,2.0,2.0,,8.0,2.0,,2.0,,1.0,,,,,2.0,,1.0,2.0,,3.0,1.0,,,-0.54,,,
14015409,away,7674,FK Napredak Kruševac,267473,Nebojša Bastajić,nebojsa-bastajic,F,12,False,22.0,18.0,2.0,,0.0,9.0,11.0,11.0,2.0,,,,,,90.0,47.0,6.6,14.0,,"{'original': 6.6, 'alternative': 6.8}",1,0.13,0.17,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,5,6,81.81818181818183,,40.0,100.0,,9.0,1.0,,7.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,,2.0,5.0,2.0,3.0,1.0,,2.0,-0.01,,,
14015409,away,7674,FK Napredak Kruševac,840862,Filip Krstić,filip-krstic,M,4,True,23.0,14.0,4.0,2.0,0.0,8.0,9.0,14.0,1.0,,,,,,60.0,30.0,6.8,11.0,,"{'original': 6.8, 'alternative': 6.7}",1,0.01,-0.04,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,60.86956521739131,50.0,,,,6.0,2.0,3.0,4.0,5.0,,,,1.0,,2.0,1.0,1.0,,,2.0,,,,,1.0,,-0.06,,,
14015409,away,241802,FK Napredak Kruševac,1846383,Đorđe Skočajić,dorde-skocajic,F,16,True,4.0,1.0,,,0.0,,1.0,3.0,,,,,,,19.0,6.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.01,0.02,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,25.0,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,
14015409,away,7674,FK Napredak Kruševac,984877,Uroš Ignjatović,uros-ignjatovic,D,24,True,9.0,4.0,,,0.0,2.0,3.0,6.0,2.0,,,,,,19.0,14.0,6.7,6.0,,"{'original': 6.7, 'alternative': 6.8}",0,-0.3,0.04,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,44.44444444444444,,,50.0,,2.0,,1.0,2.0,3.0,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,
14015409,away,228024,FK Napredak Kruševac,1109778,Nikola Marinković,nikola-marinkovic,F,20,True,3.0,1.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,8.0,8.0,6.5,5.0,,"{'original': 6.5, 'alternative': 6.6}",1,-0.02,0.04,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,33.33333333333333,,,,,,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,-0.08,1.0,,
14015409,away,7674,FK Napredak Kruševac,956793,Nikola Bogdanovski,nikola-bogdanovski,F,33,True,,,,,0.0,,,0.0,,,,,,,8.0,5.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.4}",0,-0.01,0.06,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,,,,50.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,1102136,Luka Laban,luka-laban,M,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,998786,Vladimir Miletić,vladimir-miletic,M,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,369195,FK Napredak Kruševac,1598539,Pavle Mihajlović,pavle-mihajlovic,D,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,5407,FK Napredak Kruševac,807251,Ivan Šubert,ivan-subert,D,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,7674,FK Napredak Kruševac,1147879,Vladimir Savić,vladimir-savic,G,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015409,away,39946,FK Napredak Kruševac,842735,Marko Šarić,marko-saric,F,88,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
