match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,blockedScoringAttempt,keyPass,bigChanceMissed,clearanceOffLine,shotOffTarget,bigChanceCreated
15280990,away,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,24.0,11.0,8.0,2.0,0.0,3.0,5.0,7.0,18.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,90.0,30.0,7.4,15.0,0.0,0.13,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,45.83333333333333,25.0,,,,,,1.0,,1.0,,
15280990,away,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,14.0,8.0,0.0,0.0,0.0,2.0,2.0,5.0,11.0,1.0,0.0,0.0,1.0,13.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,65.0,34.0,7.0,6.0,0.07,0.0,"{'original': 7, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,1,18,5,13,57.14285714285714,,0.0,100.0,,1.0,,,,,1.0,
15280990,away,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,False,21.0,17.0,2.0,1.0,0.0,7.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,65.0,26.0,7.1,5.0,0.13,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,3,7,80.95238095238095,50.0,,100.0,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,14.0,11.0,0.0,0.0,0.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,1.0,6.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,65.0,16.0,7.1,3.0,0.53,0.0,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,3,6,78.57142857142857,,,,,,,,,,1.0,
15280990,away,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,F,74,False,38.0,27.0,4.0,2.0,1.0,6.0,9.0,21.0,29.0,5.0,4.0,1.0,1.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,53.0,7.0,15.0,0.08,0.55,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,3,9,71.05263157894737,50.0,80.0,100.0,,,,3.0,,,1.0,1.0
15280990,away,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,False,20.0,11.0,0.0,0.0,0.0,4.0,7.0,6.0,12.0,1.0,1.0,11.0,6.0,22.0,13.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,,,,,,,90.0,38.0,7.3,18.0,0.18,0.04,"{'original': 7.3, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",35,17,18,7,11,55.00000000000001,,100.0,100.0,,,1.0,1.0,,,2.0,
15280990,away,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,F,19,False,16.0,10.0,1.0,1.0,0.0,5.0,6.0,5.0,10.0,1.0,0.0,0.0,0.0,11.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,82.0,33.0,7.3,8.0,0.1,0.01,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,0,19,8,11,62.5,100.0,0.0,100.0,,,,1.0,,,,
15280990,away,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,True,18.0,13.0,3.0,1.0,0.0,8.0,9.0,5.0,9.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,25.0,21.0,6.6,6.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,72.22222222222221,33.33333333333333,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,13.0,12.0,2.0,1.0,0.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25.0,15.0,6.7,2.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,2,0,92.3076923076923,50.0,,100.0,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,M,11,True,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25.0,4.0,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,66.66666666666666,,0.0,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,3.0,1.0,1.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,3.0,6.3,4.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,33.33333333333333,0.0,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,True,3.0,2.0,0.0,0.0,0.0,2.0,3.0,,,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.0,6.0,6.2,4.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,66.66666666666666,,,,,1.0,,,,,,
15280990,away,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
15280990,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
