match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,penaltyWon,keyPass,shotOffTarget,dispossessed,blockedScoringAttempt,bigChanceMissed
14147360,home,6216,OFK Petrovac,791606,Adnan Bašić,adnan-basic,F,10,False,11.0,9.0,2.0,1.0,0.0,1.0,1.0,8.0,10.0,1.0,0.0,1.0,3.0,3.0,9.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,,,,,,,90.0,27.0,7.5,10.0,0.28,0.0,"{'original': 7.5, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,6,2,81.81818181818183,50.0,0.0,50.0,,,,1.0,,,
14147360,home,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,F,24,True,5.0,5.0,1.0,1.0,0.0,,,5.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,31.0,7.0,6.5,2.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,100.0,100.0,,,,,,,,,
14147360,home,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,M,98,True,7.0,4.0,0.0,0.0,0.0,,,4.0,7.0,2.0,0.0,1.0,1.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,31.0,13.0,6.9,4.0,0.07,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,4,2,57.14285714285714,,0.0,100.0,,,,1.0,,,
14147360,home,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,241802,OFK Petrovac,1087564,Mihailo Vojvodić,mihailo-vojvodic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,36019,OFK Petrovac,1214474,Nikola Vuković,nikola-vukovic,D,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,22631,OFK Petrovac,1976042,Đorđe Fabris,dorde-fabris,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,6216,OFK Petrovac,1218114,Strahinja Tešović,strahinja-tesovic,M,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,301263,OFK Petrovac,989177,Viktor Živojinović,viktor-zivojinovic,M,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,home,829702,OFK Petrovac,886236,Alija Krnić,alija-krnic,M,47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1396431,Danilo Radošević,danilo-radosevic,G,25,False,34.0,30.0,19.0,15.0,0.0,15.0,16.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,90.0,38.0,7.5,3.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,88.23529411764706,78.94736842105263,,,0.0,,,,,,
14147360,away,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,22.0,16.0,3.0,3.0,0.0,8.0,10.0,8.0,12.0,2.0,1.0,4.0,0.0,14.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,36.0,6.7,10.0,0.04,0.11,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,4,13,3,10,72.72727272727273,100.0,50.0,100.0,,,2.0,,1.0,1.0,
14147360,away,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,False,33.0,24.0,6.0,4.0,0.0,14.0,19.0,9.0,13.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,,,,90.0,39.0,6.4,9.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,72.72727272727273,66.66666666666666,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,52.0,49.0,8.0,6.0,0.0,37.0,37.0,10.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,90.0,74.0,7.5,7.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,94.23076923076923,75.0,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,False,47.0,41.0,6.0,4.0,0.0,24.0,27.0,17.0,20.0,0.0,0.0,1.0,1.0,6.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,56.0,6.7,8.0,0.0,0.34,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,4,5,87.2340425531915,66.66666666666666,,100.0,,,1.0,,,,
14147360,away,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,17.0,13.0,1.0,1.0,0.0,3.0,4.0,10.0,13.0,3.0,1.0,1.0,1.0,9.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,29.0,7.3,8.0,0.06,0.04,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,3,8,76.47058823529412,100.0,33.33333333333333,100.0,,,1.0,,2.0,,
14147360,away,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,False,32.0,28.0,3.0,2.0,1.0,18.0,19.0,10.0,13.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,90.0,42.0,6.8,3.0,0.0,0.06,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,0,14,4,10,87.5,66.66666666666666,,100.0,,,1.0,,1.0,,
14147360,away,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,30.0,27.0,1.0,1.0,0.0,18.0,20.0,9.0,10.0,2.0,2.0,3.0,3.0,8.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,9.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,36.0,6.9,6.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,4,5,90.0,100.0,100.0,100.0,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,False,17.0,13.0,0.0,0.0,0.0,8.0,10.0,5.0,7.0,1.0,0.0,4.0,1.0,16.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,,6.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,,,,,,,82.0,34.0,5.9,13.0,0.34,0.0,"{'original': 5.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,5,16,4,12,76.47058823529412,,0.0,33.33333333333333,,,,,1.0,,1.0
14147360,away,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,F,11,False,6.0,5.0,0.0,0.0,0.0,,1.0,5.0,5.0,0.0,0.0,4.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,,,,,,,82.0,17.0,6.6,12.0,0.11,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,2,4,83.33333333333334,,,,,,,,1.0,1.0,
14147360,away,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,False,11.0,10.0,0.0,0.0,0.0,6.0,6.0,4.0,5.0,0.0,0.0,9.0,5.0,16.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,0.0,4.0,2.0,5.0,0.0,,,,,,,82.0,28.0,6.8,15.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,14,13,6,7,90.9090909090909,,,100.0,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,M,50,True,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,8.0,6.0,6.3,1.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,100.0,,,0.0,,,,,,,
14147360,away,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,F,7,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,8.0,2.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,,,,,,,,,1.0,,
14147360,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,True,4.0,1.0,0.0,0.0,0.0,,2.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,8.0,7.0,6.5,6.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,25.0,,,,,,,,1.0,,
14147360,away,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,3.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,,,,,,,,,1.0,,
14147360,away,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,M,74,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,49469,Pavle Velimirović,pavle-velimirovic,G,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,away,829702,FK Dečić Tuzi,1063190,Bogdan Milić,bogdan-milic,D,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147360,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
