match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,shotOffTarget,bigChanceMissed,hitWoodwork,bigChanceCreated,penaltyWon,blockedScoringAttempt
14147316,home,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,0.0,
14147316,home,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,True,16.0,11.0,0.0,0.0,0.0,7.0,8.0,4.0,7.0,0.0,0.0,3.0,5.0,14.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,85.0,34.0,6.7,15.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,8,17,6,11,68.75,,,50.0,,,3.0,,,,,,
14147316,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,D,16,True,11.0,9.0,1.0,0.0,0.0,6.0,8.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.0,12.0,6.4,4.0,0.0,0.11,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,81.81818181818183,0.0,100.0,0.0,,1.0,,,,,,,
14147316,home,7581,FK Bokelj Kotor,1595583,Balša Radević,balsa-radevic,M,27,True,7.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,11.0,10.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,42.857142857142854,,0.0,0.0,,,,,,,,,
14147316,home,228024,FK Bokelj Kotor,1218295,Ayumu Nishimura,ayumu-nishimura,M,99,True,10.0,8.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,14.0,6.4,7.0,0.01,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,80.0,,0.0,50.0,,,1.0,,,,,,1.0
14147316,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,home,241802,FK Bokelj Kotor,57463,Saša Balić,sasa-balic,D,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,home,7581,FK Bokelj Kotor,1565052,Matija Delić,matija-delic,M,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,False,35.0,33.0,14.0,12.0,0.0,24.0,24.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,1.0,0.0,90.0,41.0,7.7,3.0,0.0,0.0,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,94.28571428571428,85.71428571428571,,,0.0,,,,,,,,
14147316,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,27.0,23.0,4.0,3.0,0.0,9.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,74.0,33.0,6.7,8.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,3,7,85.18518518518519,75.0,,,,,,,,,,,
14147316,away,36019,FK Mornar Bar,189001,Jovan Baošić,jovan-baosic,D,15,False,46.0,42.0,4.0,2.0,0.0,33.0,34.0,8.0,11.0,0.0,0.0,4.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,58.0,7.0,9.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,2,5,91.30434782608695,50.0,,,,,,,,,,,
14147316,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,63.0,57.0,7.0,4.0,0.0,38.0,40.0,14.0,17.0,0.0,0.0,1.0,5.0,5.0,11.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,74.0,8.2,7.0,0.13,0.0,"{'original': 8.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,6,10,6,4,90.47619047619048,57.14285714285714,,100.0,,,,,,,,,
14147316,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,41.0,32.0,4.0,3.0,0.0,14.0,15.0,16.0,23.0,0.0,0.0,3.0,3.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,50.0,6.9,12.0,0.1,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,2,9,78.04878048780488,75.0,,,,1.0,,1.0,,,,,
14147316,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,32.0,28.0,4.0,3.0,1.0,10.0,10.0,18.0,21.0,2.0,0.0,2.0,4.0,7.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,85.0,47.0,7.3,10.0,0.04,0.16,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,6,7,2,5,87.5,75.0,0.0,0.0,,2.0,1.0,,,,,,
14147316,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,50.0,47.0,1.0,0.0,0.0,20.0,21.0,26.0,28.0,0.0,0.0,3.0,2.0,14.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,,,,,,,90.0,59.0,6.2,7.0,0.03,0.0,"{'original': 6.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,5,13,2,11,94.0,0.0,,33.33333333333333,,,,1.0,,,,,
14147316,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,False,47.0,39.0,4.0,2.0,0.0,16.0,17.0,22.0,29.0,0.0,0.0,7.0,1.0,14.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,90.0,62.0,7.0,15.0,0.1,0.07,"{'original': 7, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,8,11,4,7,82.97872340425532,50.0,,100.0,,2.0,,2.0,,1.0,,,
14147316,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,False,32.0,23.0,1.0,0.0,1.0,8.0,10.0,15.0,22.0,3.0,1.0,2.0,0.0,10.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,74.0,53.0,7.2,15.0,0.04,0.45,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,6,8,71.875,0.0,33.33333333333333,66.66666666666666,,2.0,1.0,1.0,,,1.0,,
14147316,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,False,16.0,10.0,0.0,0.0,0.0,4.0,4.0,6.0,12.0,3.0,1.0,0.0,0.0,4.0,8.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,57.0,31.0,6.8,12.0,0.01,0.03,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,8,4,62.5,,33.33333333333333,83.33333333333334,,1.0,2.0,,,,,,1.0
14147316,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,17.0,13.0,0.0,0.0,0.0,2.0,3.0,10.0,13.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,74.0,31.0,7.5,11.0,0.53,0.08,"{'original': 7.5, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,0,7,76.47058823529412,,,0.0,,2.0,1.0,2.0,,,,,
14147316,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,True,14.0,11.0,1.0,1.0,0.0,4.0,4.0,7.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,33.0,23.0,6.7,4.0,0.05,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,78.57142857142857,100.0,,100.0,,,1.0,1.0,,,,,
14147316,away,36019,FK Mornar Bar,894450,Yann Michael Yao,yann-michael-yao,M,11,True,7.0,4.0,0.0,0.0,0.0,,1.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,16.0,11.0,6.9,4.0,0.06,0.05,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,57.14285714285714,,,100.0,,1.0,,1.0,,,,,
14147316,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,D,19,True,6.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,16.0,10.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,66.66666666666666,100.0,,100.0,,,,,,,,,
14147316,away,7727,FK Mornar Bar,1112732,Bojan Pavićević,bojan-pavicevic,F,97,True,7.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0,0.0,2.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,16.0,13.0,6.9,7.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,71.42857142857143,100.0,0.0,100.0,,,,,,,,,
14147316,away,36019,FK Mornar Bar,1002892,Balša Dubljević,balsa-dubljevic,M,23,True,2.0,1.0,0.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,5.0,5.0,6.8,1.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,50.0,,,100.0,,,,,,,,,
14147316,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147316,away,6219,FK Mornar Bar,1030476,Alden Škrijelj,alden-skrijelj,M,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
